index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,questions
5816,"Face Scrub - Bio Resurfacing, Bxl Cellular",Beauty & Hygiene,Skin Care,BIOTIQUE,749.25,999.0,Face Care,5.0,"This exfoliating scrub is blended with pure walnut oil, rich in Vitamin A and lecithin, extracts of neem, mint, fenugreek and red sandalwood to purify and polish skin texture. Sweeps away dry lines and leaves skin smooth, soft and spotlessly refreshed. Skin becomes more receptive to the benefits of future treatment.  Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket‚¬„¢s lifestyle blog","['Is Face Scrub Bio Resurfacing, Bxl Cellular suitable for all skin types?', 'How long should you leave Face Scrub Bio Resurfacing, Bxl Cellular on your face?', 'Can Face Scrub Bio Resurfacing, Bxl Cellular be used daily?', 'What are the key ingredients in Face Scrub Bio Resurfacing, Bxl Cellular?', 'Does Face Scrub Bio Resurfacing, Bxl Cellular have any artificial fragrances?']"
5845,Bio Berry Plumping Lip Balm,Beauty & Hygiene,Skin Care,BIOTIQUE,131.25,175.0,Lip Care,4.1,"This plumping balm restores lip fullness for a voluptuous, bee-stung look and refined lip contours. Get your dream lips with Biotique Lip Balm. No chemical treatment required, this lip balm will give you those dreamy pouts.","['Does Bio Berry Plumping Lip Balm contain any chemicals?', 'How long does it take for Bio Berry Plumping Lip Balm to plump your lips?', 'What effects does Bio Berry Plumping Lip Balm have on lip contours?', 'How does Bio Berry Plumping Lip Balm provide a bee-stung look?', 'Is Bio Berry Plumping Lip Balm a natural product?']"
5865,Happy Moisturising Hand Wash - Grapefruit & Bergamot,Beauty & Hygiene,Bath & Hand Wash,Fiama,239.2,299.0,Hand Wash & Sanitizers,4.2,"Fiama liquid handwash contains fragrance that is proven to make you feel fresh. The gel formulation contains skin conditioners that make your hands soft and has natural germ protection to keep your hands safe. Available in 3 variants; happy, relax, and fresh.","['Does Happy Moisturising Hand Wash contain natural germ protection?', 'How many variants of Fiama liquid handwash are there?', 'Which fragrance is in the Happy Moisturising Hand Wash?', 'Are skin conditioners present in Happy Moisturising Hand Wash?', 'How does Happy Moisturising Hand Wash make your hands feel?']"
5905,Face Wash - Bio White Advanced Fairnessface Wash,Beauty & Hygiene,Skin Care,BIOTIQUE,138.94,195.0,Face Care,4.1,"This fresh-foaming gel is blended with the juices of pineapple, tomato, lemon and papaya fruit to visibly lighten skin for a fairer, flawless look. With regular use, skin reclaims its soft, smooth, youthful tone and texture.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog","['Is the juice of lemon included in the Face Wash Bio White Advanced Fairnessface Wash?', 'How long do you have to use Face Wash Bio White Advanced Fairnessface Wash to see visible results?', 'What are the fruits juices included in Face Wash Bio White Advanced Fairnessface Wash?', 'Can the Face Wash Bio White Advanced Fairnessface Wash help in reducing wrinkles?', 'What are some tips for achieving flawless skin with Face Wash Bio White Advanced Fairnessface Wash?']"
5932,"Creme Multi-Purpose Moisturiser - Protective Skin Care Cream For Men, Women & Family",Beauty & Hygiene,Skin Care,Nivea,279.0,310.0,Face Care,4.3,"Nivea Creme is the original moisturiser for the whole family. This iconic product is enriched with Eucerit, a formula which provides the skin with all the protective care it needs to stay soft and supple. It is ideal for daily use whenever skin needs care. Skin compatibility dermatologically approved.","['Does Nivea Creme contain Eucerit?', 'What is the main ingredient in Creme Multi-Purpose Moisturiser?', 'Can Creme Multi-Purpose Moisturiser be used by men and women?', 'How often should Creme Multi-Purpose Moisturiser be used?', 'Is Creme Multi-Purpose Moisturiser dermatologically approved?']"
5989,Ultra Light Indian Sunscreen,Beauty & Hygiene,Skin Care,Mamaearth,499.0,499.0,Face Care,4.1,"Mamaearth's Ultra- Light Indian Sunscreen with SPF 50 is specially curated for Indian skin tones. It provides up to 6 hours of protection against harsh UVA & UVB rays. It doesn't dry out your skin and keeps it moisturised, without making it patchy. Natural ingredients such as turmeric treat tan and keeps your skin glowing whereas orange oil increases skin's ability to absorb the cream, making it non-oily. Mamaearth Ultra- Light Indian Sunscreen is free from all harmful toxins such as paraben, mineral oil, silicone etc.","[""Is Mamaearth's Ultra Light Indian Sunscreen suitable for all skin types?"", ""How many hours of protection does Mamaearth's Ultra Light Indian Sunscreen provide?"", ""Which natural ingredient in Mamaearth's Ultra Light Indian Sunscreen treats tan?"", ""Does Mamaearth's Ultra Light Indian Sunscreen contain parabens?"", ""What does orange oil in Mamaearth's Ultra Light Indian Sunscreen help with?""]"
6054,"Hair Color 87.5g + 72ml, 323 Sonams Dark Chocolate + Color Protect Shampoo 175ml",Beauty & Hygiene,Hair Care,Loreal Paris,617.5,700.0,Hair Color,,"Loreal Paris Casting Creme Gloss(  87.5g + 72ml), 323 Sonam's Dark Chocolate:
Casting Creme Gloss is an ammonia-free hair colour that gives your hair visible shimmering tones, glossy shine and covers greys. It gives you the richness of natural hair colour that lasts up to 28 shampoos. Casting Creme Gloss super-nourishing formula of caring conditioner leaves your hair nourished, soft, voluptuous. 
Available in 11 glossy shades. Easy to apply with the non-drip crème formula in just 20 minutes, even for beginners. The delicate fragrance makes colouring a luxurious treat. Get natural-looking results and ultra-glossy colour with Casting Creme Gloss by L'Oreal Paris India. No-ammonia hair colour that gives natural-looking colour with visible shimmering tones and a glossy shine.
Loreal Paris Color Protect Shampoo 175ml
Colour Protect shampoo by L'Oreal Paris nourishes the hair and transforms its surface, keeping the hair protected and prolonging the colour radiance. The Colour Protect formula with UV filter- Light Reflecting System combines an active nourishing ingredient and filters for colour-treated hair. It nourishes the hair and transforms its surface so your hair feels silky to touch. Colour Protect Shampoo also helps protect the hair fibre from external aggressions and accentuates the colour’s radiance.
L’Oréal Paris offers hair conditioners for every concern and hair type. Whether you’re looking to moisturise dry hair, want a conditioner for coloured hair, or want to help repair damaged hair with a deep conditioner, we have the hair conditioner - and shampoo - that best fits your needs!","['Does Loreal Paris Casting Creme Gloss contain ammonia?', 'How many shades are available in Loreal Paris Casting Creme Gloss?', 'What makes Loreal Paris Color Protect Shampoo unique?', 'How long does the colour of Loreal Paris Casting Creme Gloss last?', 'Is Loreal Paris Casting Creme Gloss easy to use for beginners?']"
6135,White Perfect - Clinical Day Cream SPF19 PA+++,Beauty & Hygiene,Skin Care,Loreal Paris,861.78,1170.0,Face Care,4.3,"L'Oreal Paris White Perfect Clinical Day Cream and face moisturizer that is enriched with an advanced whitening complex to reduce skin darkening and boost anti-spot whitening for a brighter & younger look. Inspired by advanced clinical procedures.An intense & effective whitening offer that neutralizes melanin and reduces skin darkening. Created by L'Oreal Skincare Laboratories. Instantly moisturizes and brightens the skin by reducing pigmented spots. Pro-Vanish 3 & SPF 19 PA+++ to reduce skin darkening and provide sunscreen/ UV protection.Dermatologically tested. Suited for oily, dry & all skin types.","[""Does L'Oreal Paris White Perfect Clinical Day Cream contain Pro-Vanish 3?"", 'How does White Perfect Clinical Day Cream reduce skin darkening?', 'Does White Perfect Clinical Day Cream have SPF19?', 'Is White Perfect Clinical Day Cream Dermatologically tested?', 'Which brand created White Perfect Clinical Day Cream?']"
6161,Bio Kelp - Fresh Growth Protein Shampoo,Beauty & Hygiene,Hair Care,BIOTIQUE,119.25,159.0,Shampoo & Conditioner,4.3,"Biotique Bio Kelp Fresh Growth Protein Shampoo is an intensive hair treatment for regrowth and curbs falling hair. It has natural proteins, peppermint oil and mint leaf extract, to form hair for stronger, thicker growth and healthier shine. It conditions the hair with no affecting the acid balance of the scalp. The normal mineral and protein contents go in hair shafts, nourish scalp and slow down hair loss.  For Beauty tips, tricks & more visit https://bigbasket.blog/","['Is Biotique Bio Kelp Fresh Growth Protein Shampoo suitable for all hair types?', 'How does Biotique Bio Kelp Fresh Growth Protein Shampoo help in hair regrowth?', 'What are the natural proteins used in Biotique Bio Kelp Fresh Growth Protein Shampoo?', 'Can Biotique Bio Kelp Fresh Growth Protein Shampoo be used daily?', 'Does Biotique Bio Kelp Fresh Growth Protein Shampoo contain any harsh chemicals?']"
6245,"Pure Impact Body Wash With Purifying Micro Particles - Shower Gel For Body, Face & Hair",Beauty & Hygiene,Bath & Hand Wash,Nivea Men,259.0,399.0,Bath & Shower,4.3,"For men who want that deep cleansing effect, the innovative 3-in-1 formula for body, face and hair with extra fine scrub particles deeply cleanses and moisturizes to provide long-lasting freshness that leaves you feeling revitalised and rehydrated.For Beauty tips, tricks & more visit https://bigbasket.blog/","['Does Pure Impact Body Wash With Purifying Micro Particles have a scent?', 'How does Pure Impact Body Wash With Purifying Micro Particles leave your skin feeling?', 'Can Pure Impact Body Wash With Purifying Micro Particles be used on the face?', 'What are the benefits of using Pure Impact Body Wash With Purifying Micro Particles?', 'How often should Pure Impact Body Wash With Purifying Micro Particles be used for best results?']"
6347,Men Fresh Active Deodorant,Beauty & Hygiene,Fragrances & Deos,Nivea Men,398.0,398.0,Men's Deodorants,4.2,"Beat the heat with the NIVEA MEN Fresh Active Deodorant. With refreshing tones of ocean extracts, stay fresh, stay active this summer. The masculine fragrance keeps you fresh and confident all day while the care complex takes care of your underarm skin.","['Does the NIVEA MEN Fresh Active Deodorant contain natural ingredients?', 'How long does the NIVEA MEN Fresh Active Deodorant last?', 'What fragrance is used in the NIVEA MEN Fresh Active Deodorant?', 'Are there any harmful chemicals in the NIVEA MEN Fresh Active Deodorant?', 'Does the care complex in NIVEA MEN Fresh Active Deodorant protect against sweating?']"
6372,Onion Black Seed Shampoo,Beauty & Hygiene,Hair Care,BIOTIQUE,247.5,330.0,Shampoo & Conditioner,,"Biotique Onion Black Seed  Shampoo is enriched with Himalayan onion black seed extract. It reduces hair fall & breakage, boosts healthy growth and shine. The antioxidants help prevent hair breakage. It hydrates your hair cuticles, strengths and adds shine. It maintains the pH level of your hair preventing it from premature greying. This oil boosts hair growth and nourishes it from the roots to tip.","['Does Biotique Onion Black Seed Shampoo prevent premature greying?', 'How does Biotique Onion Black Seed Shampoo boost hair growth?', 'What are the benefits of using Biotique Onion Black Seed Shampoo?', 'Does Biotique Onion Black Seed Shampoo contain any artificial additives?', 'How does Biotique Onion Black Seed Shampoo help maintain the pH level of hair?']"
6433,Absolute Argan Oil Radiance Night Revival Eye Creme,Beauty & Hygiene,Skin Care,Lakme,520.0,650.0,Eye Care,3.0,"Introducing the New Lakme Absolute Argan Oil Radiance Night Revival Eye Crème. Infused with Moroccan Argan oil & Opti Glow Complex, this non-greasy and non-sticky formula instantly absorbs into your skin and helps reduce dark circles, dullness to give you a bright look. Massaging with it relaxes your eyes.Meet the range of luxurious face care products from the house of Lakme. This range of skincare products is infused with legendary Moroccon Argan oil, which is known to provide superior nourishment.","['Does Lakme Absolute Argan Oil Radiance Night Revival Eye Creme reduce wrinkles?', 'What is the main ingredient used in Lakme Absolute Argan Oil Radiance Night Revival Eye Creme?', 'How long does it take for Lakme Absolute Argan Oil Radiance Night Revival Eye Creme to absorb into the skin?', 'What are the benefits of using Lakme Absolute Argan Oil Radiance Night Revival Eye Creme?', 'What is the main feature of Lakme Absolute Argan Oil Radiance Night Revival Eye Creme?']"
6435,"Anti-Pollution Daily Face Cream, For Dry & Oily Skin, For a Bright Glowing Skin",Beauty & Hygiene,Skin Care,Mamaearth,349.0,349.0,Face Care,3.7,"This unique lightweight cream offers tough protection from pollution and UV rays while being gentle on the skin. The non-greasy formula forms a shield to protect against dirt, pollution, and the sun. Enriched with soothing Turmeric Extract and nourishing Carrot Extract, it keeps your skin calm and nourished. Turmeric Extract restores elasticity, brightens the complexion, and keeps skin moisturized. Carrot improves skin elasticity, nourishes, and repairs skin. Pollustop® forms an invisible shield to protect your skin from free radical damage and acne-causing dirt. The Anti-Pollution Face Cream is dermatologically-tested and suitable for all skin types. It’s completely free of harmful chemicals like Sulfates, Parabens, Silicones, Petrolatum, and Dyes.","['How many chemicals is the Anti-Pollution Daily Face Cream free from?', 'What is the main ingredient in the Anti-Pollution Daily Face Cream?', 'How does the Anti-Pollution Daily Face Cream protect against pollution and UV rays?', 'What are the benefits of the Anti-Pollution Daily Face Cream for dry skin?', 'What technology forms an invisible shield to protect the skin in the Anti-Pollution Daily Face Cream?']"
6446,Foaming Face Wash For Kids,Baby Care,Baby Bath & Hygiene,Mamaearth,349.0,349.0,Baby Bath,4.4,"Hi! I am MadeSafe certified, dermatologically tested and pH balanced, Mamaearths everyday foaming face wash for kids. My tear free and soap-free formula cleanses and moisturises your babys face gently. Infused with Coconut based cleansers, Calendula extract, Aloe vera and Lavender oil, I nourish while I cleanse. I am hypoallergenic with no harsh chemicals like SLS, parabens, phthalates, detergents, or artificial fragrances.","['How is the Foaming Face Wash for Kids hypoallergenic?', 'What ingredients are in the Foaming Face Wash for Kids?', 'Does the Foaming Face Wash for Kids contain any artificial fragrances?', 'Is the Foaming Face Wash for Kids tested by dermatologists?', 'How does the Foaming Face Wash for Kids nourish the skin while cleansing?']"
6495,Onion Hair Oil For Hair Regrowth & Hair Fall Control,Beauty & Hygiene,Hair Care,Mamaearth,599.0,599.0,Hair Oil & Serum,4.3,"Stress, pollution & unhealthy lifestyle choices can lead to many hair troubles; hair fall being the most common one. Mamaearth Onion Hair Oil helps you combat this problem.Onion Oil, rich in Sulphur, Potassium & antioxidants, reduces hair fall & accelerates hair regrowth. One of the newest breakthrough ingredients in hair regrowth, Redensyl, unblocks hair follicles & also boosts new hair growth. The easy comb applicator ensures that oil sinks well and spreads evenly on the scalp. Safe for coloured & chemically treated hair, the Oil is free of harmful chemicals & toxins such as Silicones, Parabens, Mineral Oil, and Dyes.The hair oil is dermatologically tested and can be used on all skin types. The product has no harsh chemicals and is free of SLS, Parabens, and Mineral Oils.","['Is Mamaearth Onion Hair Oil safe to use on chemically treated hair?', 'Can Mamaearth Onion Hair Oil be used on all skin types?', 'What are the key ingredients in Mamaearth Onion Hair Oil?', 'How does Redensyl in Mamaearth Onion Hair Oil help with hair growth?', 'What are some harmful chemicals that Mamaearth Onion Hair Oil is free of?']"
6518,Protect & Care Deodorant - No Skin Irritation & 48h Freshness,Beauty & Hygiene,Fragrances & Deos,Nivea Men,205.8,210.0,Men's Deodorants,3.3,"Nivea for Men Roll-on Deodorant Silver keep with anti-bacterial silver ions helping to remove bacteria and avoid body odor. Delivers 24 hour assurance and anti-per spirant guard keeping you fresh and dry all day long. 
For Beauty tips, tricks & more visit https://bigbasket.blog/","['Does Nivea for Men Roll-on Deodorant Silver keep contain any aluminum?', 'How long does the freshness of Protect & Care Deodorant last?', 'Is Nivea for Men Roll-on Deodorant Silver keep tested on animals?', 'What are the key ingredients in Protect & Care Deodorant?', 'How does Nivea for Men Roll-on Deodorant Silver keep prevent skin irritation?']"
6532,Absolute Flutter Secrets Volumising Mascara,Beauty & Hygiene,Makeup,Lakme,472.0,675.0,Eyes,2.4,"Crafted by backstage experts, bat your best eyelashes with the Lakme Absolute Flutter Secrets Volume Mascara. Take eye makeup to another level with the Lakme Absolute Flutter Secrets Volume Mascara. It not only adds volume to your beautiful lashes but also defines them and makes your eyes look bigger and more beautiful. Buy the Lakme Absolute Flutter Secrets Volumising Mascara and show off those lashes! The Lakme Absolute Flutter Secrets Volumizing Mascara is revolutionary mascara with long-term curl memory formula that gives your lashes volume, colour and lots of drama. The Lakme Absolute Flutter Secrets Volumising Mascara is safe for the eyes and a simple solution for dramatic volume and gorgeous lashes. The Lakme Absolute Flutter Secrets Volumising Mascara multiple lash volume, to give you a clump-free look. It is waterproof and smudge resistant. It comes with an easy to use applicator. Easy to carry and a simple solution for dramatic volume and gorgeous lashes.","['Is the Lakme Absolute Flutter Secrets Volumising Mascara smudge resistant?', 'What is the unique feature of the long-term curl memory formula in the Lakme Absolute Flutter Secrets Volumising Mascara?', 'Does the Lakme Absolute Flutter Secrets Volumising Mascara come with an applicator?', 'What makes the Lakme Absolute Flutter Secrets Volumising Mascara safe for the eyes?', 'How does the Lakme Absolute Flutter Secrets Volumising Mascara give your lashes volume and drama?']"
6557,Relax Moisturising Hand Wash - Lavender & Ylang-Ylang,Beauty & Hygiene,Bath & Hand Wash,Fiama,70.0,70.0,Hand Wash & Sanitizers,4.4,"Fiama liquid handwash contains fragrance that is proven to make you feel fresh. The gel formulation contains skin conditioners that make your hands soft and has natural germ protection to keep your hands safe. Available in 3 variants; happy, relax, and fresh.","['Does Relax Moisturising Hand Wash contain any artificial fragrances?', 'What are the 3 variants of Fiama liquid handwash?', 'How long does the fragrance of Relax Moisturising Hand Wash last?', 'Are there any specific benefits to using Lavender & Ylang-Ylang hand wash?', 'How does Relax Moisturising Hand Wash provide germ protection for hands?']"
6745,"Skin Naturals - Sakura White, Face Serum Sheet Mask, Pink",Beauty & Hygiene,Skin Care,Garnier,211.61,297.0,Face Care,4.1,"Garnier introduces a new generation of face masks for women that infuses skin with 1 week of serum with 1 mask. Use Garnier Sakura White Sheet Mask if you have dull and de-hydrated skin. It is enriched with Japanese Sakura and will instantly hydrate giving it a pinkish glow in just 15 mins. It will also smoothen your skin. The tissue mask has been dermatologically tested. How to use – Unfold the mask. Apply on clean face with blue protective film facing outwards. Remove the blue film. Adjust the mask to the contours of your face. Leave it on for 15mins. Remove mask and gently massage your face with the excess serum. • Garnier tissue face masks provide your skin with deep hydration • Garnier Sakura White Sheet Mask is enriched with Japanese Sakura flower extracts • Perfect for dull and dehydrated skin • Instantly hydrates the skin and gives it a pinkish glow in just 15 minutes • 1 mask gives you one week of serum • Suitable for all skin types, including sensitive skin","['Is Garnier Skin Naturals Sakura White, Face Serum Sheet Mask suitable for oily skin types?', 'How long should you leave Garnier Skin Naturals Sakura White, Face Serum Sheet Mask on your face?', 'Which ingredient in Garnier Skin Naturals Sakura White, Face Serum Sheet Mask helps in hydrating the skin?', 'How many masks are included in the Garnier Skin Naturals Sakura White, Face Serum Sheet Mask pack?', 'What is the color of the protective film in Garnier Skin Naturals Sakura White, Face Serum Sheet Mask?']"
6840,Daily Pore Minimizing Toner,Beauty & Hygiene,Skin Care,Kaya Clinic,308.0,440.0,Face Care,4.1,"This alcohol-free toner with pore minimizing witch hazel extract and soothing botanicals like cucumber gently removes impurities and leaves the skin feeling smooth, refreshed and comfortable. It also contains niacinamide for the even-toned skin. Formula researched and developed by dermatologists.","['Does the Daily Pore Minimizing Toner contain alcohol?', 'How does witch hazel help in minimizing pores in the Daily Pore Minimizing Toner?', 'Which botanicals are included in the Daily Pore Minimizing Toner?', 'How does niacinamide benefit the skin in the Daily Pore Minimizing Toner?', 'Who researched and developed the formula for the Daily Pore Minimizing Toner?']"
6842,Taft Looks V12 Power Gel Speed Hold 12,Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Hair Care & Styling,,Catapult your hair in seconds into unrivalled high Taft hold for the most demanding challenges with the top-of-the-line Taft v12 high-speed gel. The new formula is boosted with v12 fixing agents and speed-hold technology to pave the way for an accelerated styling and incredible hold.,"['Does Taft Looks V12 Power Gel Speed Hold 12 guarantee an unrivalled high hold?', 'What are the key ingredients in Taft Looks V12 Power Gel Speed Hold 12?', 'How does Taft Looks V12 Power Gel Speed Hold 12 pave the way for accelerated styling?', 'Is Taft Looks V12 Power Gel Speed Hold 12 suitable for all hair types?', 'What technology does Taft Looks V12 Power Gel Speed Hold 12 use for incredible hold?']"
6854,Sweat Proof Sunscreen SPF 30,Beauty & Hygiene,Skin Care,Kaya Clinic,682.0,975.0,Face Care,4.8,"Sweat proof sunscreen SPF 30+ is water and sweat resistant sunscreen delivering up to 8-hour broad spectrum protection against harmful UV-A and UV-B rays. A light white coloured cream that leaves the skin with a smooth silky after-feel, and keeps it protected for long. Formula researched and developed by dermatologists.","['Does Sweat Proof Sunscreen SPF 30 provide protection against UV-A and UV-B rays?', 'Can Sweat Proof Sunscreen SPF 30 be used on the face?', 'How long does Sweat Proof Sunscreen SPF 30 provide protection for?', 'Is Sweat Proof Sunscreen SPF 30 dermatologist-recommended?', 'Does Sweat Proof Sunscreen SPF 30 leave a white residue on the skin?']"
6875,True Wear Nail Color,Beauty & Hygiene,Makeup,Lakme,96.0,120.0,Nails,3.3,"Trendy shades on the go and for every mood, Lakme True Wear Colour Crush nail enamel make the world a better place! Long-lasting by nature and chip-resistant, Lakme True Wear Colour Crush coats your nails to perfection; giving them a vibrant and elegant look. It has colour lock technology and is resin-based, making it a perfect choice! Add a stroke of classic colour to your nails with Lakme True Wear Colour Crush Nail Colour. A colour for all seasons and occasions, the shades are simply a must-have. The Lakme True wear Colour Crush Nail Colour comes with Colour Lock Technology that ensures the colour stays on your nails for long. The chip-resistant feature of this Lakme True Wear Colour Crush Nail Colour keeps the colour intact. Apply the shade you love from Lakme True wear Colour Crush and you are ready to impress! Buy this bottle right away! For better results, shake the bottle well before use and apply two coats. The True wear Colour Crush Nail Colour range contains resins with colour lock technology. The range strengthens nails with long-lasting, chip-resistant nail enamel. The new additions of exciting sparkly shades give your nails a silk sheen, the Lakme True wear Colour Crush nail colour range will add sparkle to your everyday life.","['Does True Wear Nail Color have chip-resistant feature?', 'How many shades are available in True Wear Nail Color range?', 'What kind of technology does True Wear Nail Color have?', 'Is True Wear Nail Color safe for all seasons?', 'How many coats of True Wear Nail Color should you apply for better results?']"
6880,Face Cleanser - Bio Oriss Root,Beauty & Hygiene,Skin Care,BIOTIQUE,112.5,150.0,Face Care,4.0,"This 100% soap-free cleanser is a nourishing blend of pure orris root and neem leaves, to cleanse and brighten skin without dryness. Fresh-gel formula will not disturb the skin’s natural pH balance.","['Does Face Cleanser Bio Oriss Root contain any soap?', 'What are the key ingredients in Face Cleanser Bio Oriss Root?', 'Will Face Cleanser Bio Oriss Root leave the skin feeling dry?', 'How does the Fresh-gel formula of Face Cleanser Bio Oriss Root benefit the skin?', 'Can Face Cleanser Bio Oriss Root be used on sensitive skin?']"
6896,Absolute - Argan Oil Radiance Rinse Off Cleansing Oil,Beauty & Hygiene,Skin Care,Lakme,359.2,449.0,Face Care,3.0,"Lakmé Absolute Argan Oil Radiance Rinse-Off Cleansing Oil gives you the nourished radiant look. New Lakme Argan Oil Radiance is a range of luxurious face care products infused with legendary Moroccan Argan Oil. This rich, non-greasy range is specially designed for nourished and radiant looking skin. The Moroccan Argan Oil infused rinse off cleanser melts into your skin and gently lifts away long-wear and waterproof makeup, dirt and pollution. This multi-action cleanser, when blended with water on your face, transforms into cleansing milk and deep cleans the pores leaving your skin nourished. Crafted by experts, this lightweight cleansing formula will give you nourished and radiant skin. Lakmé is India’s No. 1 colour cosmetics brand offering a wide range of high-end, world-class makeup and skincare products. Lakmé has a vast product range specially crafted by experts for Indian skin. The brand has also been redefining fashion in India for over 16 years with Lakmé Fashion Week, India’s premier fashion event.","['Is the Lakmé Absolute Argan Oil Radiance Rinse-Off Cleansing Oil suited for all skin types?', 'How many products are in the Lakmé Absolute Argan Oil Radiance range?', 'What makes the Lakmé Absolute Argan Oil Radiance Rinse-Off Cleansing oil different from other cleansers?', 'Which makeup types can the Lakmé Absolute Argan Oil Radiance Rinse-Off Cleansing Oil easily remove?', 'How long has Lakmé been redefining fashion in India through Lakmé Fashion Week?']"
6912,Hair Naturals - Balancing Cleanser,Beauty & Hygiene,Hair Care,Kaya Clinic,841.5,990.0,Shampoo & Conditioner,,"Kaya Hair Naturals Balancing Cleanser, the gentle & mild Balancing Cleanser is enriched with Natural Complex made of Black Pepper & Inga Alba bark extracts which restore natural scalp health and protects the scalp from future damages. This unique pH balanced formula is free from Sulfates, Silicones & Parabens. It is fortified with Amino acids, minerals & Avocado that makes the hair soft, soothes the scalp and leaves it nourished.","['Does Kaya Hair Naturals Balancing Cleanser contain any harsh chemicals?', 'How does Kaya Hair Naturals Balancing Cleanser protect the scalp?', 'What is the main ingredient in Kaya Hair Naturals Balancing Cleanser?', 'Is Kaya Hair Naturals Balancing Cleanser recommended for sensitive scalps?', 'What natural extracts are present in Kaya Hair Naturals Balancing Cleanser?']"
6917,Milky Soft Face Cream For Babies,Baby Care,Baby Bath & Hygiene,Mamaearth,199.0,199.0,Baby Creams & Lotions,4.3,"Hi! I am Mamaearths Milky Soft Face Cream. With the goodness of Almond Oil and Murumuru Butter, I moisturise babys delicate skin and protect it from dryness by forming a skin barrier. Milk protein in me locks in the moisture and soothes babys delicate skin. Shea and cocoa butter improve skin texture by providing relief from eczema, chapped, dry and itchy skin. I am dermatologically tested, pH balanced and contain no harmful chemicals like SLS, paraben, sulfate, mineral oil, PEGs, phthalates, or artificial fragrances.","[""How does Milky Soft Face Cream protect the baby's skin?"", 'What are the benefits of Almond Oil and Murumuru Butter in Milky Soft Face Cream?', 'How does the milk protein in Milky Soft Face Cream work?', 'What skin conditions does Shea and Cocoa butter in Milky Soft Face Cream provide relief for?', 'How is Milky Soft Face Cream pH balanced?']"
6921,Revitalift Laser X3 Transforming Eye Cream,Beauty & Hygiene,Skin Care,Loreal Paris,1035.0,1035.0,Eye Care,4.6,"L'Oreal Paris Revitalift Laser X3 Anti-Ageing Eye Cream reduces wrinkles, puffiness and replenishes skin texture for a new youthful and radiant look. Inspired by dermatological procedures to give a younger-looking eye area.1st anti-ageing intensive anti-ageing eye care solution from L'Oreal Paris. Instantly refines texture, and reduces eye puffiness for skin transformation around the eyes .3 % Pro-Xylane + Adenosine for increased hydration & skin elasticity. Use daily in the morning & night for a cleansed and hydrated feeling around the eyes.","['Does Revitalift Laser X3 Transforming Eye Cream reduce wrinkles?', 'How often should Revitalift Laser X3 Transforming Eye Cream be used?', 'What are the active ingredients in Revitalift Laser X3 Transforming Eye Cream?', ""What is the first anti-ageing intensive anti-ageing eye care solution from L'Oreal Paris?"", 'How does Revitalift Laser X3 Transforming Eye Cream replenish skin texture?']"
6925,Comedone Control Serum,Beauty & Hygiene,Skin Care,Kaya Clinic,739.5,870.0,Face Care,,"Comedone control serum is a lightweight, fast-acting serum that targets comedones (blackheads and whiteheads) and active acne. The serum penetrates deep and unclogs pores. Botanical extracts Kudzu, Burdock and Chamomili have anti-bacterial properties that work immediately on acne causing bacteria to give results in 12 hours. The pumple size reduces while your acne starts drying off within 24 hours. Regular usage will help clear comedones and pimples in 2 weeks and prevent further breakouts. Formula researched and developed by dermatologists","['How long does it take for the Comedone Control Serum to show results?', 'What are the active ingredients in the Comedone Control Serum?', 'How soon can you expect to see a reduction in pimple size with the Comedone Control Serum?', 'Does the Comedone Control Serum contain any artificial additives?', 'How does the Comedone Control Serum prevent further breakouts?']"
6958,Color Naturals Creme Riche Sachet,Beauty & Hygiene,Hair Care,Garnier,49.0,49.0,Hair Color,5.0,"Garnier Color Naturals is a crème hair colour that nourishes your hair during and after colouring! This is an Ammonia free hair colour that provides 100% grey coverage. Enriched with the goodness of 3 oils - Olive, Almond and Avocado, it leaves your hair nourished, shiny and soft. Its unique colour lock technology gives a rich, long-lasting colour that lasts for up to 8 weeks. Your hair will love the nourishment and you will love the colour! Available in 7 beautiful shades, in a convenient sachet at a never before price of just Rs. 49!","['Is Garnier Color Naturals Creme Riche Sachet suitable for those with sensitive scalps?', 'How many different shades of Garnier Color Naturals Creme Riche Sachet are available?', 'Can Garnier Color Naturals Creme Riche Sachet be used on previously color-treated hair?', 'What is the price of Garnier Color Naturals Creme Riche Sachet?', 'Does Garnier Color Naturals Creme Riche Sachet lighten hair color?']"
